index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation
1007,koraidon,fighting,dragon,orichalcum-pulse,None,None ,2,303,100,135,115,85,100,135,670,True,False,generation-ix
1007,koraidon-limited-build,fighting,dragon,orichalcum-pulse,None,orichalcum-pulse,3,303,100,135,115,85,100,135,670,True,False,generation-ix
1007,koraidon-sprinting-build,fighting,dragon,orichalcum-pulse,None,orichalcum-pulse,3,303,100,135,115,85,100,135,670,True,False,generation-ix
1007,koraidon-swimming-build,fighting,dragon,orichalcum-pulse,None,orichalcum-pulse,3,303,100,135,115,85,100,135,670,True,False,generation-ix
1007,koraidon-gliding-build,fighting,dragon,orichalcum-pulse,None,orichalcum-pulse,3,303,100,135,115,85,100,135,670,True,False,generation-ix
1008,miraidon,electric,dragon,hadron-engine,None,None ,3,240,100,85,100,135,115,135,670,True,False,generation-ix
1008,miraidon-low-power-mode,electric,dragon,hadron-engine,None,hadron-engine,2,240,100,85,100,135,115,135,670,True,False,generation-ix
1008,miraidon-drive-mode,electric,dragon,hadron-engine,None,hadron-engine,2,240,100,85,100,135,115,135,670,True,False,generation-ix
1008,miraidon-aquatic-mode,electric,dragon,hadron-engine,None,hadron-engine,2,240,100,85,100,135,115,135,670,True,False,generation-ix
1008,miraidon-glide-mode,electric,dragon,hadron-engine,None,hadron-engine,2,240,100,85,100,135,115,135,670,True,False,generation-ix
1009,walking-wake,water,dragon,protosynthesis,None,None ,3,280,99,83,91,125,83,109,590,False,False,generation-ix
1010,iron-leaves,grass,psychic,quark-drive,None,None ,1,125,90,130,88,70,108,104,590,False,False,generation-ix
1011,dipplin,grass,dragon,supersweet-syrup,gluttony,sticky-hold,0,9,80,80,110,95,80,40,485,False,False,generation-ix
1012,poltchageist,grass,ghost,hospitality,None,heatproof,0,1,40,45,45,74,54,50,308,False,False,generation-ix
1013,sinistcha,grass,ghost,hospitality,None,heatproof,0,2,71,60,106,121,80,70,508,False,False,generation-ix
1014,okidogi,poison,fighting,toxic-chain,None,guard-dog,1,92,88,128,115,58,86,80,555,True,False,generation-ix
1015,munkidori,poison,psychic,toxic-chain,None,frisk,1,12,88,75,66,130,90,106,555,True,False,generation-ix
1016,fezandipiti,poison,fairy,toxic-chain,None,technician,1,30,88,91,82,70,125,99,555,True,False,generation-ix
1017,ogerpon,grass,None,defiant,None,None ,1,39,80,120,84,60,96,110,550,True,False,generation-ix
1017,ogerpon-wellspring,grass,water,water-absorb,None,None ,1,39,80,120,84,60,96,110,550,True,False,generation-ix
1017,ogerpon-hearthflame,grass,fire,mold-breaker,None,None ,1,39,80,120,84,60,96,110,550,True,False,generation-ix
1017,ogerpon-cornerstone,grass,rock,sturdy,None,None ,1,39,80,120,84,60,96,110,550,True,False,generation-ix
1018,archaludon,steel,dragon,stamina,sturdy,stalwart,2,60,90,105,130,125,65,85,600,False,False,generation-ix
1019,hydrapple,grass,dragon,supersweet-syrup,regenerator,sticky-hold,1,93,106,80,110,120,80,44,540,False,False,generation-ix
1020,gouging-fire,fire,dragon,protosynthesis,None,None ,3,590,105,115,121,65,93,91,590,False,False,generation-ix
1021,raging-bolt,electric,dragon,protosynthesis,None,None ,5,480,125,73,91,137,89,75,590,False,False,generation-ix
1022,iron-boulder,rock,psychic,quark-drive,None,None ,1,162,90,120,80,68,108,124,590,False,False,generation-ix
1023,iron-crown,steel,psychic,quark-drive,None,None ,1,156,90,72,100,122,108,98,590,False,False,generation-ix
1024,terapagos,normal,None,tera-shift,None,None ,0,6,90,65,85,65,85,60,450,True,False,generation-ix
1024,terapagos-terastal,normal,None,tera-shell,None,None ,0,16,95,95,110,105,110,85,600,True,False,generation-ix
1024,terapagos-stellar,normal,None,teraform-zero,None,None ,1,77,160,105,110,130,110,85,700,True,False,generation-ix
1025,pecharunt,poison,ghost,poison-puppeteer,None,None ,0,0,88,88,160,88,88,88,600,False,True,generation-ix
